page,stt,ma_so,nhom,ten_mon_an,ten_mon_an_en,nang_luong,nang_luong_don_vi,chat_dam,chat_beo,chat_bot_duong
49,13,HAN-121047,"Bún, cơm, xôi, cháo",Bún cá,Fish noodle soup,370.5,Kcal,29.5,9.2,42.5
49,14,HAN-112061,Các món khác,Nộm bò khô,Dried beef salad,397.6,Kcal,30.4,19.4,25.1
49,15,HAN-113068,Các món khác,Nộm bò khô,Dried beef salad,349,Kcal,30.3,18.9,13.6
50,1,HAN-112023,Các món khác,Nem nướng (5 cái),Grilled pork rolls (5 pieces),162,Kcal,25,4.3,5.8
50,2,HAN-113074,Các món khác,Khoai tây chiên,French fries,216.1,Kcal,2.7,9.4,30.1
50,3,HAN-113070,Các món khác,Đùi gà rán,Fried chicken thigh,287.2,Kcal,14.9,21.9,7.6
50,4,HAN-111034,Các món khác,Cốm Huy Linh,Huy Linh young green rice,1496,Kcal,30.5,4,334.5
50,5,HAN-112028,Các món khác,Chân gà nướng muối,Grilled chicken feet with salt,162.2,Kcal,6.4,9.7,12.4
50,6,HAN-112025,Các món khác,Chân gà nướng mắm (5 cái),Grilled chicken feet with fish sauce (5 pieces),175.5,Kcal,9.9,8.6,14.6
50,7,HAN-112029,Các món khác,Chân gà nướng (5 cái),Grilled chicken feet (5 pieces),162,Kcal,12.4,8,10.1
50,8,HAN-113109,Các món khác,Chân gà nướng,Grilled chicken feet,128.2,Kcal,7,8.9,5.1
50,9,HAN-113012,Các món khác,Chả cá thăng long chảo,Pan-fried Thang Long fish,782,Kcal,54,17.1,103
50,10,HAN-113108,Các món khác,Cánh gà nướng,Grilled chicken wings,739,Kcal,64.1,51.2,5.5
50,11,HAN-113022,"Chè, caramen, kem",Kem trứng,Egg ice cream,218.9,Kcal,8.9,16,9.9
50,12,HAN-113084,"Chè, caramen, kem",Kem sữa dừa,Coconut milk ice cream,139.2,Kcal,2.2,5.9,19.3
50,13,HAN-113082,"Chè, caramen, kem",Kem khoai môn,Taro ice cream,141.2,Kcal,2.3,6,19.6
50,14,HAN-113081,"Chè, caramen, kem",Kem socola,Chocolate ice cream,134.9,Kcal,2.2,6,18.1
50,15,HAN-113080,"Chè, caramen, kem",Kem sầu riêng,Durian ice cream,137.2,Kcal,2.2,5.8,19
51,1,HAN-113085,"Chè, caramen, kem",Kem ốc quế vani,Vanilla cone ice cream,180,Kcal,3.1,6.6,27.1
51,2,HAN-113086,"Chè, caramen, kem",Kem ốc quế cacao,Cocoa cone ice cream,195.2,Kcal,3.4,8.1,27.2
51,3,HAN-113078,"Chè, caramen, kem",Kem đậu xanh,Mung bean ice cream,139.2,Kcal,2.2,5.9,19.3
51,4,HAN-113077,"Chè, caramen, kem",Kem cốm,Young green rice ice cream,139.2,Kcal,2.2,5.9,19.3
51,5,HAN-113083,"Chè, caramen, kem",Kem cacao,Cocoa ice cream,161.2,Kcal,2.7,7.8,20
51,6,HAN-113039,"Chè, caramen, kem",Tào phớ truyền thống,Traditional tofu pudding,83.8,Kcal,4.3,0.4,15.8
51,7,HAP-213001,"Cơm, cháo, xôi",Cơm suất 30k,30.000 VNĐ Set meal,798.2,Kcal,40.8,11.4,133
51,8,HAN-113021,"Chè, caramen, kem",Hoa quả dầm,Mixed fruit bowl,297.2,Kcal,6.2,6.1,54.3
51,9,HAN-111013,"Chè, caramen, kem",Chè xoài,Mango sweet soup,151.9,Kcal,3.1,2.3,29.7
51,10,HAN-112038,"Chè, caramen, kem",Chè thập cẩm,Mixed sweet soup,442,Kcal,13.3,6.2,83.3
51,11,HAN-113076,"Chè, caramen, kem",Chè khúc bạch,Almond milk jelly dessert,284.5,Kcal,8.2,13.9,31.6
51,12,HAN-112060,"Chè, caramen, kem",Caramen,Caramen,77.4,Kcal,3.7,2.9,9.1
51,13,HAN-112047,"Chè, caramen, kem",Caramen,Caramen,74.1,Kcal,3.5,2.8,8.7
51,14,HAN-111008,"Chè, caramen, kem",Caramen hoa quả,Fruit caramel pudding,136.7,Kcal,5.9,4.2,18.8
51,15,HAN-111019,Các loại bánh,Burger Cheesy,Burger Cheesy,832.6,Kcal,50.2,46.4,53.5
52,1,HAN-111018,"Burger, pizza",Burger BBQ,Burger BBQ,754.8,Kcal,55.1,35.4,53.9
52,2,HAP-213036,"Cơm, cháo, xôi","Cơm suất (cá, trứng, thịt)","Set meal (scad fish, egg and pork belly)",799.7,Kcal,41.7,36.7,75.7
52,3,HAN-112053,Các loại bánh,Bánh bột lọc,Tapioca dumplings,681,Kcal,14.5,32.8,82
52,4,HAP-213064,"Cơm, cháo, xôi",Cơm rang thập cẩm,Fried rice with meat and vegetables,1068.1,Kcal,59.2,56.5,80.6
52,5,HAN-111027,Các loại bánh,Bánh bột lọc,Tapioca dumplings,449.3,Kcal,10.3,19.4,58.4
52,6,HAN-113099,Các loại bánh,Bánh trôi tàu,Black sesame glutinous rice balls in ginger syrup,255.9,Kcal,5.3,6,45.2
52,7,HAN-113026,Các loại bánh,Bánh trôi,Floating rice balls,355.3,Kcal,7,9.3,60.9
52,8,HAN-111028,Các loại bánh,Bánh tôm (5 cái),Shrimp fritters (5 pieces),587.5,Kcal,21.6,18.2,84.3
52,9,HAN-113044,Các loại bánh,Bánh tôm,Shrimp fritters,558,Kcal,20.4,19.6,75
52,10,HAN-111026,Các loại bánh,Bánh tôm,Shrimp fritters,553.1,Kcal,20.2,18.4,76.8
52,11,HAN-113009,Các loại bánh,Bánh cuốn nhân thịt,Steamed rice rolls with minced pork filling,476.8,Kcal,24,22.2,45.1
52,12,HAN-111002,Các loại bánh,Bánh cuốn nóng,Hot steamed rice rolls,761.2,Kcal,35.9,31.7,83.2
52,13,HAN-112019,Các loại bánh,Bánh cuốn chả bà hoành,Steamed rice rolls with pork sausage (Ba Hoanh style),762.7,Kcal,26.2,31,94.7
52,14,HAN-113053,Các loại bánh,Bánh cuốn,Steamed rice rolls,444.8,Kcal,13.8,21,50.1
52,15,HAN-113035,Các loại bánh,Bánh mỳ sốt vang,Red wine beef stew baguette,527.7,Kcal,46.6,21.9,36
53,1,HAN-113028,Các loại bánh,Bánh mỳ pate trứng chả,"Pâté, egg, and pork sausage baguette",359.5,Kcal,20.1,11.3,44.5
53,2,HAN-113029,Các loại bánh,Bánh mỳ pate trứng,Pâté and egg baguette,351.5,Kcal,20.3,10.7,43.5
53,3,HAN-113030,Các loại bánh,Bánh mỳ gà quay,Roasted chicken baguette,358.6,Kcal,22.5,12.1,39.9
53,4,HAN-111003,Các loại bánh,Bánh mỳ bít tết,Steak baguette,997,Kcal,47.3,43,105.2
53,5,HAN-112048,Các loại bánh,Bánh mì thập cẩm,Mixed Vietnamese baguette,678.8,Kcal,30.6,40.5,48.1
53,6,HAP-211049,"Cơm, cháo, xôi",Cơm rang thập cẩm,Fried rice with meat and vegetables,836.1,Kcal,41.3,40.1,77.5
53,7,HAP-211059,"Cơm, cháo, xôi",Cơm rang dưa bò,Fried rice with beef and pickles,675.5,Kcal,33.8,27.9,72.3
53,8,HAP-211053,"Cơm, cháo, xôi",Cháo trai sườn,Rice congee with mussel and pork rib meat,339,Kcal,14.1,11.8,44.1
53,9,HAP-211084,"Cơm, cháo, xôi",Cháo sườn,Pork bone congee,574.7,Kcal,29.6,255,56.7
53,10,HAP-213010,"Cơm, cháo, xôi",Cháo lòng,Pork organ congee,257.9,Kcal,21.9,10,20.1
53,11,HAP-211081,"Cơm, cháo, xôi",Cháo lòng,Pork organ congee,291.1,Kcal,21.7,12.7,22.5
53,12,HAP-211047,"Cơm, cháo, xôi",Cháo lòng,Pork organ congee,500.2,Kcal,36.7,25,32.1
53,13,HAP-213082,"Cơm, cháo, xôi",Cháo khoái,Rice and spinach porridge with mung bean patse,195.7,Kcal,8.2,5.9,27.4
53,14,HAP-211069,"Cơm, cháo, xôi",Cháo gà,Chicken congee,375.9,Kcal,26.1,4.6,57.6
53,15,HAN-211023,"Cơm, cháo, xôi",Cháo ếch,Frog congee,571.8,Kcal,66.2,4.4,66.8
54,1,HAP-211048,"Cơm, cháo, xôi",Cháo đỗ xanh,Mung bean congee,244.6,Kcal,3.8,0.6,56
54,2,HAP-213021,"Cơm, cháo, xôi",Cháo lươn cay,Spicy eel porridge,174.1,Kcal,7.1,3.1,29.5
54,3,HAN-113088,"Cơm, cháo, xôi",Xôi xéo,Sticky rice with mung bean,723.9,Kcal,18.8,29.1,96.6
54,4,HAN-113058,"Cơm, cháo, xôi",Xôi xéo,Sticky rice with mung bean,588,Kcal,15.4,9.3,110.7
54,5,HAN-113018,"Cơm, cháo, xôi",Xôi chè bà cốt,Ms.Cot's Sticky rice with sweet soup,476.8,Kcal,15.2,2.6,98.1
54,6,HAN-113007,"Cơm, cháo, xôi",Cháo trai,Clam rice porridge,498,Kcal,27.7,17.2,58.1
54,7,HAN-112051,"Cơm, cháo, xôi",Cháo trai,Clam rice porridge,383.5,Kcal,17,12.7,50.4
54,8,HAN-112021,"Cơm, cháo, xôi",Cháo tim,Heart congee,327.2,Kcal,16.3,4.3,55.7
54,9,HAN-113014,"Cơm, cháo, xôi",Cháo sườn sụn,Rice congee with pork cartilage,420.1,Kcal,25,17.7,40.3
54,10,HAN-113006,"Cơm, cháo, xôi",Cháo sườn lợn,Pork rib congee,458.1,Kcal,20.2,18.1,53.6
54,11,HAN-113015,"Cơm, cháo, xôi",Cháo sườn,Pork bone congee,358.6,Kcal,18.6,13.7,40.2
54,12,HAN-112050,"Cơm, cháo, xôi",Cháo sườn,Pork bone congee,332.9,Kcal,11,11.2,47
54,13,HAN-113095,"Cơm, cháo, xôi",Cháo lòng,Pork organ congee,358.5,Kcal,37.3,9,32
54,14,HAN-113087,"Cơm, cháo, xôi",Cháo lòng,Pork organ congee,262.4,Kcal,18.7,6.7,31.7
54,15,HAN-113043,"Cơm, cháo, xôi",Cháo lòng,Pork organ congee,313.8,Kcal,19.2,5.7,46.4
55,1,HAN-111015,"Cơm, cháo, xôi",Cháo lòng,Pork organ congee,362.6,Kcal,23.7,5.8,53.9
55,2,HAN-113065,"Cơm, cháo, xôi",Cháo gà,Chicken congee,371.4,Kcal,20.1,12.2,45.2
55,3,HAN-113008,"Cơm, cháo, xôi",Cháo gà,Chicken congee,587.4,Kcal,33.7,22,63.6
55,4,HAP-213027,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Miến ngan trộn,Vermicelli mixed with goose,802.7,Kcal,40.1,43,63.9
55,5,HAP-211105,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Miến ngan nước,Vermicelli soup with muscovy duck,588.4,Kcal,18.9,27.9,65.4
55,6,HAP-211074,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Miến gà trộn,Vermicelli mixed with chicken,452.3,Kcal,18.2,12.7,66.3
55,7,HAP-213072,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Mỳ vằn thắn,Wheat noodle with Wonton soup,392.6,Kcal,24.2,18.8,31.6
55,8,HAP-211100,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Mỳ vằn thắn,Wheat noodle with Wonton soup,384.1,Kcal,20,20.2,30.5
55,9,HAP-211050,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Mỳ vằn thắn,Wheat noodle with Wonton soup,435.3,Kcal,23.4,24.2,31
55,10,HAP-213055,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Mỳ trọn bò,Wheat noodle mixed with beef,670.2,Kcal,36.9,23.4,78
55,11,HAP-211092,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Mỳ trộn,"Wheat noodle mixed with wonton, meat and vegetables",703.5,Kcal,23.6,22,102.8
55,12,HAP-211101,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Mỳ chờ thập cẩm,Wheat noodle soup with wonton and pork,613,Kcal,27.4,21.7,77
55,13,HAP-211102,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Mỳ chờ,Wheat noodle soup with wonton,645,Kcal,26.1,20.5,89
55,14,HAN-112018,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Mỳ vằn thắn Thắng Huyền,Thang Huyen's Wheat noodle with Wonton soup,540,Kcal,31,18,63.5
55,15,HAN-113110,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Mỳ tim cật,Wheat noodle soup with mixed pork organs,517.5,Kcal,34.1,15.5,60.4
56,1,HAN-113092,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Mỳ tim cật,Wheat noodle soup with mixed pork organs,517.5,Kcal,34.1,15.5,60.4
56,2,HAN-111033,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Miến ngan,Muscovy duck vermicelli,519.3,Kcal,15,20,69.9
56,3,HAN-112022,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Miến lươn (nước),Vermicelli soup with eel,447.8,Kcal,14.1,9.4,76.6
56,4,HAN-112014,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Hủ tiếu Nam vang nước,Phnom Penh-style noodle soup,482.6,Kcal,31.5,17,50.9
56,5,HAN-113064,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Bánh canh ghẹ,Crab thick noodle soup,337.8,Kcal,22.4,9,41.7
56,6,VPF-000006,Cơm các loại,Cơm tẻ miệng bát,Broken rice with pork and shrimp paste,258,Kcal,5.7,,57.2
56,7,HAP-223010,Các món khác,Trứng gà rán ngải cứu,Wormwood Fried Eggs,114.6,Kcal,6.9,8.8,2
56,8,HAP-211112,"Bánh đa, bún, phở",Phở xào mềm,Stir-fried rice noodles,728.6,Kcal,27.3,18.3,113.7
56,9,HAP-211061,"Bánh đa, bún, phở",Phở trộn,Mixed Pho,490.2,Kcal,42.2,8.5,61.3
56,10,HAP-213076,"Bánh đa, bún, phở",Phở Trâu,Noodle soup with buffalo meat,572.7,Kcal,36.6,14.3,74.4
56,11,HAP-213074,"Bánh đa, bún, phở",Phở trâu,Noodle soup with buffalo meat,466.7,Kcal,43.4,10.7,49.3
56,12,HAP-213047,"Bánh đa, bún, phở",Phở tái bò,Noodle soup with eye round steak and meat balls,528.8,Kcal,50.6,5.6,69.1
56,13,HAP-211113,"Bánh đa, bún, phở",Phở sốt vang,Pho with beef stew in red wine,660.6,Kcal,52.5,14.2,80.7
56,14,HAP-213029,"Bánh đa, bún, phở",Phở gà chặt,Chopped chicken pho,414.7,Kcal,17.9,13.5,55.4
56,15,HAP-211060,"Bánh đa, bún, phở",Phở chiên phồng,Fried Pho Noodle,773.7,Kcal,40.7,27.7,90.6
57,1,HAP-211018,"Bánh đa, bún, phở",Phở bò tái,Noodle soup with eye round steak,431.7,Kcal,21.5,6.7,71.2
57,2,HAP-211087,"Bánh đa, bún, phở",Phở bò chín,Noodle soup with brisket & meat balls,448.5,Kcal,31.2,6.7,65.7
57,3,HAP-211019,"Bánh đa, bún, phở",Phở bò chín,Noodle soup with brisket & meat balls,549.7,Kcal,29.8,15.8,72.1
57,4,HAP-213080,"Bánh đa, bún, phở",Bún tôm,Shrimp noodle soup,422.7,Kcal,16.8,13,59.6
57,5,HAP-213028,"Bánh đa, bún, phở",Bún tôm,Shrimp noodle soup,382.4,Kcal,15.6,4.4,70.1
57,6,HAP-211076,"Bánh đa, bún, phở",Bún tôm,Shrimp noodle soup,458.4,Kcal,14.5,6,84.3
57,7,HAP-211070,"Bánh đa, bún, phở",Bún tôm,Shrimp noodle soup,286.8,Kcal,13.9,4,48.8
57,8,HAP-211115,"Bánh đa, bún, phở",Bún rươi,Rice vermicelli with freshwater crab,371.4,Kcal,13.8,6.7,64.1
57,9,HAN-113048,"Bánh đa, bún, phở",Phở xào,Stir-fried pho,456.5,Kcal,18.5,20.3,49.9
57,10,HAN-113096,"Bánh đa, bún, phở",Phở sốt vang,Beef stew pho noodle soup,582.1,Kcal,40.9,25.4,47.4
57,11,HAN-113106,"Bánh đa, bún, phở",Phở gà,Sliced-chicken noodle soup,455.7,Kcal,20.2,13.9,62.4
57,12,HAN-113036,"Bánh đa, bún, phở",Phở gà,Sliced-chicken noodle soup,826.9,Kcal,62.9,29.9,76.5
57,13,HAN-111022,"Bánh đa, bún, phở",Phở gà,Sliced-chicken noodle soup,445.3,Kcal,31.6,17.7,39.8
57,14,HAN-113063,"Bánh đa, bún, phở",Phở chiên,Stir-fried pho,648.9,Kcal,23,19.6,95.2
57,15,HAN-111010,"Bánh đa, bún, phở",Phở cuốn (10 cái),Rolled up beef noodles,781.4,Kcal,41,28.8,89.4
58,1,HAN-111035,"Bánh đa, bún, phở",Phở cuốn (10 cái),Rolled up beef noodles,712,Kcal,33,19.1,102
58,2,HAN-111011,"Bánh đa, bún, phở",Phở bò xào,Fried rice noodles with beef,576.3,Kcal,28.8,17.1,76.8
58,3,HAN-113091,"Bánh đa, bún, phở",Phở bò tái,Noodle soup with eye round steak and meat balls,423.4,Kcal,25.2,10,58.1
58,4,HAN-113047,"Bánh đa, bún, phở",Phở bò tái,Noodle soup with eye round steak and meat balls,441.7,Kcal,22.6,7,72.1
58,5,HAN-113041,"Bánh đa, bún, phở",Phở bò sốt vang,Vietnamese Red Wine Beef Noodle Soup,479,Kcal,29,16.8,53
58,6,HAN-111001,"Bánh đa, bún, phở",Phở bò sốt vang,Vietnamese Red Wine Beef Noodle Soup,825.6,Kcal,60.8,29.3,79.7
58,7,HAN-113089,"Bánh đa, bún, phở",Phở bò chín,Noodle soup with brisket & meat balls,448.5,Kcal,33.2,11.4,53.2
58,8,HAN-113045,"Bánh đa, bún, phở",Phở bò chín,Noodle soup with brisket & meat balls,474.9,Kcal,22.4,11.8,69.8
58,9,HAN-113038,"Bánh đa, bún, phở",Bún trộn nam bộ,Southern Vietnamese beef noodle salad,492.8,Kcal,20,12.8,74.5
58,10,HAN-113104,"Bánh đa, bún, phở",Bún thang,Hot rice noodle soup,466.2,Kcal,31.7,11.8,58.2
58,11,HAN-113066,"Bánh đa, bún, phở",Bún thang,Hot rice noodle soup,391.7,Kcal,30.3,11.7,41.3
58,12,HAN-113024,"Bánh đa, bún, phở",Bún thang,Hot rice noodle soup,534.5,Kcal,26.1,17.7,67.7
58,13,HAN-111006,"Bánh đa, bún, phở",Bún riêu gánh,Crab paste noodle soup,673.9,Kcal,43.5,29.2,59.2
58,14,HAN-113103,"Bánh đa, bún, phở",Bún ốc nóng,Snail noodle soup,436.5,Kcal,29.4,6,66.3
58,15,HAN-113052,"Bánh đa, bún, phở",Bún ốc nóng,Snail noodle soup,522.2,Kcal,29.8,5,89.5
59,1,HAN-111023,"Bánh đa, bún, phở",Bún ốc,Snail rice noodles,502.6,Kcal,42.3,11.8,56.8
59,2,HAN-112056,"Bánh đa, bún, phở",Bún giả cày,Vietnamese rice vermicelli with fermented pork knuckle stew,817,Kcal,21.5,17.6,143.2
59,3,HAN-113056,"Bánh đa, bún, phở",Bún đậu mẹt,Vermicelli with fried tofu and shrimp paste,857.7,Kcal,40.5,30.6,105.2
59,4,HAN-112055,"Bánh đa, bún, phở",Bún đậu mắm tôm,Vermicelli with fried tofu and shrimp paste,1194.9,Kcal,44.1,61.4,116.5
59,5,HAN-113061,"Bánh đa, bún, phở",Bún dọc mùng,Colocasia gigantea noodle soup,789.3,Kcal,39.1,33.7,82.4
59,6,HAN-113019,"Bánh đa, bún, phở",Bún dọc mùng,Colocasia gigantea noodle soup,503.9,Kcal,29,18.2,56
59,7,HAN-122012,Các món khác,Trứng ngải cứu,Mugwort fried eggs,269.8,Kcal,16.9,19.6,6.4
59,8,HAN-122009,Các món khác,Quả cóc dầm,Pickled ambarella with chilli powder,217,Kcal,6.3,,48
59,9,HAN-121080,Các món khác,Quẩy đường (5 cái),Wheat fritters twisted fried,267.5,Kcal,6.7,9.1,39.7
59,10,HAN-123024,Các món khác,Pho mai que chiên 2 cái,Deep fried cheese sticks (2 pieces),341.8,Kcal,14.4,25.1,14.6
59,11,HAN-123051,Các món khác,Ngô nướng,Grilled Corn on the Cob,400.6,Kcal,8.2,4.6,81.6
59,12,HAN-121084,Các món khác,Mực viên chiên đường phố (5 cái),Fried squid balls on the street (5 pieces),146.9,Kcal,5.6,9.8,9.1
59,13,HAN-122070,Các món khác,Kẹo bông gòn,Candy floss,99.3,Kcal,,,24.8
59,14,HAN-122016,Các món khác,Củ dong luộc,Boiled arrowroot,287.8,Kcal,3.1,,68.8
59,15,HAN-121083,Các món khác,Cá viên chiên đường phố (5 cái),Fried fish balls on the street (5 pieces),203.5,Kcal,5.7,15.5,10.3
60,1,HAN-121077,Các món khác,Bỏng ngô,Popcorn,262.2,Kcal,5.9,1.1,57.3
60,2,HAN-121078,Các món khác,Bánh bỏng ngô mật,Molasses popcorn,195,Kcal,2.9,0.5,44.7
60,3,HAN-121079,Các món khác,Bánh bỏng gạo,Poprice cake,398.9,Kcal,6,0.7,92.2
60,4,HAN-121028,"Chè, các loại giải khát",Tào phớ thập cẩm,Tofu with tapioca pearls and jelly,236.9,Kcal,6.6,6.9,37.1
60,5,HAN-122021,"Chè, các loại giải khát",Nước mía chanh leo,Passion fruit mix sugarcane juice,256.3,Kcal,0.3,0.1,63.7
60,6,HAN-123029,"Chè, các loại giải khát",Nước chanh leo,Passion fruit juice,66,Kcal,0.5,0.2,15.6
60,7,HAN-122060,"Chè, các loại giải khát",Hoa quả dầm,Mixed fruit with condensed milk,257.8,Kcal,5.5,5.1,47.5
60,8,HAN-121003,"Chè, các loại giải khát",Chè thập cẩm,Mixed bean dessert soup,593.2,Kcal,20.7,16.8,89.8
60,9,HAN-121002,"Chè, các loại giải khát",Chè đỗ xanh trân châu,Mung bean dessert soup with tapioca pearls,388.7,Kcal,10.3,10.6,63
60,10,HAN-123014,"Chè, các loại giải khát",Chè đỗ đỏ,Red bean dessert soup,311.5,Kcal,8,5.5,57.5
60,11,HAN-121001,"Chè, các loại giải khát",Chè đỗ đen,Black bean dessert soup,386.8,Kcal,7.7,8.5,70
60,12,HAN-123015,"Chè, các loại giải khát",Chè bưởi,Pomelo dessert soup,204.7,Kcal,3.4,4.5,37.7
60,13,HAN-122069,Các loại bánh,Bò bía,Sweet popiah,184.5,Kcal,2.1,10,21.6
60,14,HAN-121051,Các loại bánh,Bánh tráng nướng,Grilled girdle cake,314,Kcal,13,20.2,19.7
60,15,HAN-121020,Các loại bánh,Bánh ngô,Sweet corn fritters,458.7,Kcal,6.7,21.6,59.4
61,1,HAN-122050,Các loại bánh,Bánh khoai,Sweet potato fritters,162.6,Kcal,4.7,1.8,31.8
61,2,HAN-122057,Các loại bánh,Bánh crepe xúc xích,Sausage crepes cake,346.5,Kcal,11.7,22.8,
61,3,HAN-122058,Các loại bánh,Bánh crepe socola chuối,Banana chocolate crepe cake,309.1,Kcal,7.4,14.8,36.7
61,4,HAN-123048,Các loại bánh,Bánh crepe ngọt,Sweet crepes cake,284.5,Kcal,8.5,13.6,32.2
61,5,HAN-123047,Các loại bánh,Bánh crepe mặn,Crepes cake with sausage and cheese,299.8,Kcal,10,20.5,18.9
61,6,HAN-122059,Các loại bánh,Bánh crepe dăm bông phô mai,Crepes cake with ham and cheese,350.4,Kcal,10.3,23.8,23.7
61,7,HAN-122031,Các loại bánh,Bánh gio mật mía,Alkaline sticky rice dumplings with molasses,432.5,Kcal,3.4,0.6,103.3
61,8,HAN-121008,"Cơm, cháo, xôi",Cháo ruốc thịt lợn,Rice congee with dried shredded pork,223.6,Kcal,7.7,4.3,38.6
61,9,HAN-121057,"Cơm, cháo, xôi",Cháo lòng lợn,Rice congee with hog intestines,517,Kcal,28,11.9,74.6
61,10,HAN-121052,"Cơm, cháo, xôi","Cháo đậu đen, đậu phụ",Rice congee with black beans and fried tofu,307.1,Kcal,15.2,10.4,38.2
61,11,HAN-122003,"Cơm, cháo, xôi",Xôi trắng thịt trứng,Sticky rice with braised meat and eggs,689.7,Kcal,23.6,14.6,115.9
61,12,HAN-121036,"Cơm, cháo, xôi",Xôi ngô,Sticky rice with maize seeds and mung bean paste,389.9,Kcal,11.7,8.3,67.1
61,13,HAN-122002,"Cơm, cháo, xôi",Xôi lạc vừng ruốc,Sticky rice with dried shredded pork and roasted peanut mixed with sesame and salt,457,Kcal,15.7,8.5,79.5
61,14,HAN-121067,"Cơm, cháo, xôi","Cơm suất (trứng, thịt ba chỉ)",Set meal (egg and pork belly),793.8,Kcal,29.1,36.8,86.6
61,15,HAN-121065,"Cơm, cháo, xôi","Cơm suất (thịt, cá)",Set meal (amur carp and pig leg),599.2,Kcal,27.3,11.5,96.7
62,1,HAN-121033,"Cơm, cháo, xôi",Cơm gà,Economy rice with chicken,1140.4,Kcal,51.8,56.5,106.2
62,2,HAN-121064,"Cơm, cháo, xôi",Cơm bụi,Low-price rice,770.9,Kcal,40.2,23.7,99.3
62,3,HAN-123007,"Cơm, cháo, xôi","Cơm bình dân (cá, thịt, tôm, đậu)","Set meal (scad fish, pork belly, shrimp and tofu)",845.5,Kcal,40.8,30.1,102.8
62,4,HAN-123005,"Cơm, cháo, xôi","Cơm bình dân (thịt gà, tôm, thịt lợn ba chỉ)","Set meal (chicken, shrimp and pork belly)",558.9,Kcal,25.1,13.7,83.8
62,5,HAN-123004,"Cơm, cháo, xôi","Cơm bình dân (cá nục, thịt ba chỉ)",Set meal (scad fish and pork belly),637.8,Kcal,22,15.5,102.8
62,6,HAN-113107,Các món khác,Trứng chén nướng,Grilled eggs,154.9,Kcal,6,13.8,1.7
62,7,HAN-112007,Các món khác,"Set cánh, đùi gà tẩm bột chiên",Set of deep fried chicken wings and drumsticks,685.9,Kcal,21.1,43.1,53.4
62,8,HAN-112026,Các món khác,Set cánh - đùi gà chiên mắm,Set of fish sauce glazed chicken wings and drumsticks,694.4,Kcal,35.9,52.5,19.7
62,9,HAN-112005,Các món khác,Phô mai chiên (2 viên),Deep fried cheesecake (2 pieces),210,Kcal,6.2,15.7,11
62,10,HAN-111021,Các món khác,Nộm bò khô,Salad with dried beef and green papaya,416.5,Kcal,32.8,20.4,25.3
62,11,HAN-112043,Các món khác,Nem nướng cuốn,Vietnamese grilled pork sausage rolls,641.2,Kcal,26.2,12.5,106
62,12,HAN-111032,Các món khác,Cốm làng vòng,Vong village green rice,2992,Kcal,61,8,669
62,13,HAN-112052,Các món khác,Chả rươi,Sandworm omelet,423.1,Kcal,49.4,16.1,20.2
62,14,HAN-111017,Các món khác,Chả cá lã vọng,Rice vermicelli with fried fish-paste (La Vong style),666.1,Kcal,39.9,17.5,87.3
62,15,HAN-113069,Các món khác,Cánh gà tẩm bột chiên,Deep fried chicken wings,335.8,Kcal,14.4,27.7,7.2
63,1,HAN-112030,Các món khác,Cánh gà nướng (5 cái),BBQ chicken wings (5 pieces),731.1,Kcal,82.2,39.8,11.1
63,2,HAN-113040,"Chè, các loại giải khát",Tào phớ thập cẩm,Tofu with tapioca pearls,356.3,Kcal,13.2,2.1,71.2
63,3,HAN-112042,"Chè, các loại giải khát",Sữa tươi trân châu,Bubble milk,424.5,Kcal,9.2,9.9,74.7
